Nombre,Equipo,Posición,Liga,Fin de contrato,Lado,Pie bueno,Edad,Valor (€),Altura,GBE,Partidos,Minutos,Tarjetas Amarillas,Tarjetas Rojas,Distancia Media de Pases,Pases de la Muerte,Pases en Profundidad,% Pases Largos,Pases Largos Recibidos,Pases Largos Completados,% Pases al Área en Jugada,Pases,% Pases Último ⅓,% Pases hacia delante,% Pases en Juego en el Área Rival en su Equipo,Pases a Campo Contrario,Pases Recibidos Último ⅓,Pases Completados,% Contribución de Pase,Pases al Último ⅓ Completados,% Pases al Último ⅓,% Pases en Campo Contrario,% Pases en Campo Propio,% Pases,% Pases Adelante Completados,Pases Progresivos Completados,% Pases Progresivos,Pases Cortos Completados,% Paradas Atrapadas,Precisión en Centros (Interceptar),% Pases con la Mano,% Paradas Dentro del Área,% Paradas Fuera del Área,% Paradas,Remates por Gol,xG Recibido,Goles Evitados,xG Recibidos por Gol,xG Parados / xG Recibidos,Presión tras pérdida,Centros Interceptados,Remates Interceptados,Amplitud,Despejes,Acciones Defensivas,Distancia Defensiva,% Duelos Defensivos Ganados,Diferencia Distancia Defensiva con el Equipo,Duelos Defensivos,Duelos Perdidos,% Duelos Exitosos,Duelos,Faltas,% Faltas en Campo Propio,% Acciones Defensivas Altas,Presión Individual,Presión Individual Campo Rival,Intercepciones,Recuperaciones Rápidas,% Recuperaciones Rápidas,Recuperaciones,Recuperaciones en Campo Contrario,Tackles Intentados,Tackles con Éxito,Tackles/Fue Regateado,Tackles/Fue Regateado Último ⅓,Tackles/Fue Regateado ⅓,% Duelos por Bajo,Tackles/Fue Regateado ⅔,Distancia Media Remates,Finalización,Finalizacion xG a Puerta,Goles,Goles Fuera del Área,Remate de Cabeza por Centro,Remate de Cabeza por Tiro,Remates de Cabeza,Goles sin Penaltis,Fueras de Juego,% Remates a Puerta,% Remates a Puerta Fuera del Área,Remates,Tiros a puerta,Remates Fuera del Área,Remates por Goles sin Penaltis,xG,Construcción en su Equipo,Eficiencia xG,xG a Puerta,% xG en Juego en su Equipo,xG por Goles sin Penaltis,xG por Remate,Pérdidas,Pérdidas en Campo Propio,% Retención del Balón,% Retención del Balón en Campo Rival,Regates Intentados,Regates Intentados Último ⅓,% Regates Completados Último ⅓,Regates Intentados Campo Contrario,% Regates Completados Campo Contrario,Regates Intentados Campo Propio,% Regates Completados Campo Propio,Regates Completados Último ⅓,Regates Completados Campo Contrario,Regates Completados Campo Propio,Faltas Recibidas,Regates Completados,% Regates Completados,Toques,Toques en Área Rival,% Toques de Balón en el Área Rival en su Equipo,Asistencias,Progresión de Balón,Progresión de Balón con Conducción,Prog. de Balón Último ⅓,% Progr Balón Campo Rival en su Equipo,Progresión de Balón con Pase,Ocasiones Creadas,Ocasiones Creadas en Jugada,Entradas al Área,Pases Clave en Juego,Pases Completados al Área en Juego,Pases por cada Balón Largo,Pases Progresivos Recibidos,Pases Progresivos Recibidos Último ⅓,Pases Progresivos Recibidos en el Área,Pases Progresivos Recibidos en Campo Rival,Contribución Goleadora,Pases entre Líneas,Toques por Remate,xA de Centros,xA,xA en Jugada,xA en Jugada en su Equipo,xA a Balón Parado,Construcción xG,Construcción xG 5 pases,Construcción xG Último ⅓,Participación xG,Participación xG Último ⅓,Peligro Esperado (xT),xT Regates,xT en Juego,xT en Juego en su Equipo,xT Pases,xT Pases por 100 Pases,Duelos Aéreos Defensivos,% Duelos Aéreos Defensivos Ganados,Eficiencia Aérea,Duelos Aéreos Ofensivos,% Duelos Aéreos Ofensivos,Duelos Aéreos,% Duelos Aéreos Ganados Área Rival,% Duelos Aéreos Ganados Área Propia,Duelos Aéreos Totales Campo Rival,Duelos Aéreos Ganados en AR,% Duelos Aéreos Ganados Campo Rival,Duelos Aéreos Ganados en AP,Duelos Aéreos Ganados,% Duelos Aéreos Ganados,Duelos Aéreos Defensivos Ganados,Duelos Aéreos Ofensivos Ganados,Centros Completados,Centros Completados en Jugada,Eficiencia de Centros,Centros,Centros al Área Pequeña,% Centros Completados,% Centros Completados en Jugada,Conducción y Asistencia,Progreso Medio de Conducciones,Distancia Media de Conducción,Conducciones,% Conducciones,Conducción y Ocasión,Profundidad,Profundidad en el Último ⅓,Conducción y Gol,Conducciones Progresivas,Conducción y Tiro,Pérdidas de Balón,Pérdidas Peligrosas y Gol,Pérdidas Peligrosas,Pérdidas Peligrosas y Tiro,Secuencia acabada en gol,Secuencia acabada en tiro,Puntuación,Recuperaciones en Campo Propio,Faltas en Campo Propio,Faltas en Campo Rival,Centros en Jugada,Pases al Área en Juego,Pases Adelante,Pases Adelante Completados,Duelos Defensivos Ganados,Pases al Último ⅓,Pases Progresivos,Pases Largos,% Pases Largos del total,Pases Clave (Total),Ocasiones Creadas (Total),Duelos Aéreos Área Propia,Duelos Aéreos Área Rival,Pérdidas en Campo Rival,Fecha Ejecución,Rating,rank,Año fin contrato
Isac Lidberg,SV Darmstadt 98,FW,GER II 2024,Jun 27,Right,right,"26,0","3 000,0","187,0","10,0","14,0","1 139,0","1,0","0,0","13,8","0,08","0,16","44,4","2,05","0,32","14,3","0,22922521075873142","0,4986876640419948","15,2","1,27","8,3","8,69","0,25118483412322273","-2,97","4,74","73,2","75,5","88,9","0,6602564102564097","53,6","1,11","12,0","5,45","0,0","0,06","0,0","100,0","0,0","100,0","1,0","0,0","0,0","0,0","0,0","0,32","0,0","0,08","2,37","0,0","3,0","56,7","28,9","18,0","3,0","4,9","0,6328671328671329","0,503784693019344","1,34","23,5","68,4","36,7","33,5","0,34","0,16","11,1","1,03","0,55","1,21","0,95","78,6","75,0","83,3","35,5","75,0","11,7","22,9","-11,77","0,63","0,0","4,35","8,57","0,24","0,63","0,32","0,5237329042638776","66,7","0,4835886214442012","0,4042553191489362","0,24","4,38","0,5217391304347825","9,01","0,5223880597014925","0,29","35,4","0,72","0,47619047619047616","0,15179760319573898","0,0","87,5","87,3","2,21","0,3542074363992172","0,8932038834951458","2,05","76,9","0,16","50,0","0,482200647249191","1,58","0,08","0,375","1,66","75,0","28,1","0,7109004739336493","28,7","0,16","3,48","2,37","2,85","3,57","1,11","0,87","0,79","1,34","0,5575221238938053","0,08","36,2","9,24","5,06","0,6445497630331753","7,74","0,79","0,0","10,2","0,01","0,09","0,6","16,7","0,0","0,39","0,19","0,26","0,67","0,6","0,14","0,09","0,14","7,53","0,05","0,36","0,55","0,0","1,45","3,63","39,1","4,19","22,2","0,0","0,3319919517102616","0,16","0,6619964973730297","0,0","1,42","34,0","0,0","1,42","0,08","0,08","1,19","1,11","0,24","7,14","7,14","0,08","12,3","16,2","4,03","41,2","0,32","10,4","19,8","0,16","1,82","0,95","0,0","0,0","0,08","0,0","1,11","5,69","63,0","0,48","0,31","1,03","1,12","0,56","2,2","1,18","0,87","6,48","9,25","0,72","4,97","8,0","10,0","0,0","0,72","3,16",2025-01-31,"5,436899000873827","6,0","2 027,0"
Damion Downs,FC Cologne,FW,GER II 2024,Jun 26,Left/Right,right,"20,0","3 000,0","192,0","12,0","18,0","1 116,0","1,0","0,0","11,8","0,4","0,48","0,0","2,74","0,0","50,0","0,009634684865515886","0,8740157480314961","23,2","6,38","5,16","7,1","0,019431279620853115","6,06","3,71","69,7","73,6","72,0","0,48076923076923084","65,4","0,89","16,1","3,71","0,0","0,27","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,08","0,08","0,0","0,73","0,17","1,13","45,9","38,5","3,8","1,05","3,71","0,6363636363636367","0,20100925147182502","0,24","33,3","50,0","26,4","24,4","0,52","0,0","0,0","0,7","0,32","0,26","0,17","66,7","100,0","0,0","33,3","100,0","11,3","20,6","-15,43","0,56","0,0","9,09","17,6","0,48","0,56","1,13","0,7312952534191471","50,0","0,47702407002188185","0,548936170212766","0,16","4,86","0,7391304347826086","6,29","0,19402985074626866","0,31","31,4","1,07","0,761904761904762","0,10918774966711053","0,09523809523809532","85,4","86,5","1,61","0,2681017612524462","0,5894590846047156","1,61","55,0","0,0","0,0","0,2588996763754045","0,89","0,0","0,02083333333333333","0,89","55,0","20,3","0,6303317535545023","18,9","0,16","1,94","0,97","1,69","2,02","0,97","0,48","0,4","1,13","0,21238938053097345","0,48","82,0","6,29","4,03","0,4312796208530805","5,64","0,73","0,08","7,41","0,01","0,06","0,33333333333333337","5,95","0,0","0,34","0,08","0,26","0,81","0,74","0,12","0,04","0,12","5,77","0,09","0,94","0,56","42,9","1,83","3,71","37,0","4,27","80,0","50,0","0,3470824949698189","0,32","0,6094570928196147","0,08","1,61","37,7","0,24","1,37","0,16","0,16","1,13","0,97","0,08","16,7","16,7","0,0","10,3","18,5","2,82","51,4","0,16","8,31","16,4","0,08","0,65","0,48","0,08","0,0","0,24","0,08","0,89","4,36","53,0","0,38","0,08","0,16","0,96","0,96","2,09","1,37","0,4","5,32","5,53","0,0","0,0","3,0","5,0","0,16","0,4","2,66",2025-01-31,"5,296191216291308","7,0","2 026,0"
Semir Telalovic,SSV Ulm 1846 Fussball,FW,GER II 2024,Jun 27,Left/Centre,right,"25,0","700,0","187,0","7,0","15,0","785,0","2,0","0,0","12,9","0,12","0,23","50,0","2,98","0,23","22,2","0,3054997992773985","0,24671916010498685","21,7","6,45","6,54","7,22","0,2369668246445497","-23,81","3,33","58,0","66,3","71,9","0,33012820512820484","51,6","1,49","15,4","5,5","0,0","0,22","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,57","0,23","0,0","2,41","0,33","3,21","57,6","34,6","20,9","2,98","7,11","0,3181818181818179","0,6804037005887299","1,49","23,1","78,6","32,2","27,9","0,87","0,12","6,67","1,2","0,69","0,76","0,43","57,1","100,0","33,3","20,0","66,7","12,4","33,3","39,1","1,03","0,0","15,4","25,0","0,69","0,92","0,12","0,9324215607401446","33,3","0,47921225382932164","0,6978723404255318","0,34","3,0","0,47826086956521735","9,09","1,0","0,72","41,0","0,46","0,4285714285714286","0,4780292942743009","0,8412698412698415","81,1","82,1","1,95","0,1996086105675147","0,7087378640776699","1,72","66,7","0,23","100,0","0,2297734627831715","1,15","0,23","0,10763888888888885","1,38","70,6","28,4","0,45497630331753564","20,6","0,0","3,21","1,72","1,49","3,91","1,49","0,69","0,46","0,8","0,40707964601769914","0,23","49,0","11,1","3,55","0,2938388625592417","7,11","1,03","0,0","10,3","0,0","0,03","0,13333333333333333","5,18","0,01","0,29","0,12","0,19","0,58","0,49","0,07","0,03","0,07","5,44","0,04","0,25","0,69","83,3","3,91","7,22","36,5","7,91","57,1","0,0","0,585513078470825","0,92","0,7267950963222417","0,0","3,21","40,6","0,57","2,64","0,0","0,0","0,34","0,34","0,0","0,0","0,0","0,0","15,2","19,4","3,55","58,1","0,0","6,42","14,1","0,23","1,38","0,57","0,23","0,0","0,46","0,12","1,15","4,82","65,0","0,51","0,34","1,15","0,0","1,04","3,56","1,84","1,03","5,74","9,68","0,46","2,8","4,0","4,0","0,0","1,61","4,02",2025-01-31,"5,170849259528186","8,0","2 027,0"
Moussa Sylla,Schalke,FW,GER II 2024,Jun 28,Centre/Right,right,"25,0","3 000,0","180,0","11,0","18,0","1 582,0","1,0","0,0","14,2","0,34","0,57","42,1","1,82","0,46","44,4","0,18908069048574866","0,2913385826771654","20,7","11,8","6,2","7,4","0,17251184834123223","-8,44","3,36","67,8","69,9","79,0","0,474358974358974","42,9","1,02","16,9","4,84","0,0","0,1","50,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,17","0,06","0,0","1,42","0,12","1,59","58,4","31,6","18,3","2,16","5,41","0,1748251748251748","0,2430613961312026","0,68","25,0","71,4","32,5","30,4","0,19","0,0","0,0","0,44","0,28","0,75","0,44","58,3","75,0","33,3","29,2","100,0","11,4","29,6","-2,8","0,74","0,06","14,9","29,5","0,74","0,74","0,28","0,8777152051488333","33,3","0,42450765864332596","0,5957446808510638","0,17","3,38","0,7101449275362317","5,77","0,4925373134328358","0,47","39,0","0,79","0,8095238095238096","0,2902796271637816","0,35449735449735453","82,3","82,8","1,08","0,1311154598825832","0,17337031900138697","1,08","26,3","0,0","0,0","0,045307443365695796","0,28","0,0","0,2847222222222222","0,28","26,3","23,4","0,39494470774091633","17,6","0,0","2,73","1,31","1,71","2,27","1,42","0,57","0,51","0,85","0,4513274336283186","0,68","21,6","7,68","3,75","0,2890995260663507","5,8","0,74","0,11","9,36","0,02","0,06","0,33333333333333337","10,1","0,01","0,24","0,09","0,18","0,77","0,71","0,09","0,01","0,09","5,05","0,07","0,55","0,8","35,7","2,01","4,78","34,5","5,58","38,1","0,0","0,34607645875251514","0,46","0,5936952714535901","0,0","1,93","34,7","0,28","1,65","0,23","0,23","1,88","1,65","0,0","13,8","13,8","0,06","11,7","18,0","2,9","47,1","0,28","5,8","13,7","0,11","0,63","0,4","0,11","0,0","0,23","0,0","0,97","4,61","51,0","0,16","0,17","0,51","1,67","1,53","2,79","1,2","0,68","4,96","6,04","1,09","8,09","9,0","9,0","0,0","1,21","3,53",2025-01-31,"5,017770947029569","9,0","2 028,0"
Mahir Emreli,Nurnberg,FW,GER II 2024,Jun 25,Right,left,"27,0","800,0","187,0","9,0","13,0","884,0","5,0","0,0","14,1","0,2","0,41","50,0","1,53","0,61","55,6","0,5343235648334002","0,4776902887139107","27,2","7,35","11,7","11,1","0,5402843601895735","7,36","7,84","81,0","77,7","84,1","0,6891025641025639","66,1","3,46","22,1","7,74","0,0","0,21","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2","0,0","0,0","2,75","0,11","3,67","48,4","33,3","13,4","3,67","5,5","0,4930069930069929","0,503784693019344","1,53","40,0","66,7","38,0","30,4","0,69","0,1","5,0","1,71","0,51","1,6","1,37","85,7","100,0","100,0","41,4","75,0","13,4","9,68","-3,75","0,3","0,1","13,6","25,8","0,81","0,3","0,41","0,8085277554304101","40,0","0,5689277899343544","0,702127659574468","0,51","10,3","0,4927536231884057","11,4","0,07462686567164181","0,56","28,1","1,41","0,38095238095238104","0,4141145139813582","0,5608465608465609","85,4","85,7","1,63","0,2113502935420744","0,5728155339805825","1,53","60,0","0,1","0,0","0,20064724919093851","0,92","0,0","0,40624999999999994","0,92","56,2","36,5","0,5323854660347551","19,0","0,1","5,8","2,24","3,46","4,91","3,56","0,92","0,81","1,63","0,6283185840707964","0,51","28,8","8,65","3,97","0,3886255924170617","6,52","0,41","0,1","11,6","0,01","0,07","0,4","11,7","0,0","0,48","0,26","0,38","0,8","0,69","0,22","0,08","0,22","12,0","0,14","0,61","0,71","0,0","1,05","3,16","38,7","4,28","31,2","0,0","0,32193158953722334","0,51","0,5148861646234676","0,0","1,22","28,6","0,0","1,22","0,2","0,2","1,12","0,92","0,2","22,2","22,2","0,0","10,6","16,2","4,99","61,2","0,41","7,84","20,6","0,0","1,73","1,02","0,3","0,0","0,3","0,0","0,51","5,91","54,0","1,2","0,61","0,92","0,9","0,92","6,01","3,97","1,22","9,68","15,66","1,22","5,52","7,0","8,0","0,0","1,63","4,07",2025-01-31,"4,959765214089594","10,0","2 025,0"
Budu Zivzivadze,Karlsruher,FW,GER II 2024,Jun 29,Left/Right,both,"30,0","1 800,0","189,0","24,0","17,0","1 503,0","3,0","0,0","14,2","0,18","0,72","77,8","1,38","0,84","76,2","0,36973103171417093","0,5616797900262467","24,0","17,2","10,1","8,5","0,37440758293838855","8,44","6,53","77,3","76,8","82,5","0,6442307692307687","72,2","2,33","18,0","6,65","0,0","0,18","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,42","0,0","0,0","2,87","0,12","3,59","53,3","41,9","15,8","3,71","5,27","0,5629370629370629","0,520605550883095","1,14","42,1","63,3","31,6","26,5","0,66","0,54","22,5","1,14","0,6","1,74","1,14","65,5","42,9","81,8","39,6","63,6","13,6","24,0","85,1","0,72","0,0","9,62","20,0","0,6","0,72","0,3","0,4416733708769106","0,0","0,5317286652078774","0,37446808510638296","0,36","4,17","0,5797101449275361","12,7","0,5970149253731343","0,54","47,6","0,68","0,47619047619047616","0,36218375499334227","0,417989417989418","84,8","85,4","2,81","0,3170254403131116","0,811373092926491","2,33","69,2","0,48","62,5","0,39805825242718446","1,62","0,3","0,2222222222222222","1,92","68,1","32,3","0,7156398104265402","25,8","0,12","4,73","2,04","3,41","4,71","2,69","0,6","0,36","1,98","0,21238938053097345","0,96","16,8","8,5","4,01","0,3696682464454976","6,65","0,84","0,06","10,8","0,01","0,07","0,33333333333333337","10,7","0,02","0,46","0,23","0,34","0,75","0,66","0,17","0,05","0,17","10,7","0,12","0,67","0,84","50,0","0,94","2,87","22,9","3,71","35,0","75,0","0,25050301810865194","0,42","0,45709281961471104","0,18","1,08","29,0","0,42","0,66","0,12","0,12","0,6","0,48","0,06","25,0","25,0","0,0","13,3","18,6","4,07","57,4","0,3","9,4","18,4","0,18","1,8","0,6","0,42","0,0","0,18","0,06","1,08","4,91","65,0","0,54","0,48","0,66","0,48","1,26","4,32","3,12","1,55","8,45","12,94","1,08","6,0","4,0","6,0","0,24","1,2","3,95",2025-01-31,"4,946895820825019","11,0","2 029,0"
Kenan Karaman,Schalke,FW,GER II 2024,Jun 28,Centre/Right,right,"30,0","2 500,0","189,0","12,0","18,0","1 728,0","5,0","0,0","15,9","0,05","0,42","75,8","1,93","1,3","68,2","0,606583701324769","0,42782152230971127","21,8","14,0","12,3","9,9","0,6161137440758293","3,25","7,4","74,0","77,6","85,7","0,708333333333333","65,0","3,28","19,6","7,55","0,0","0,02","0,0","100,0","100,0","100,0","2,0","0,0","0,0","0,0","0,0","0,36","0,05","0,1","2,13","0,45","2,55","56,7","35,0","16,6","3,12","5,26","0,6083916083916083","0,5626576955424728","0,94","22,2","75,5","37,0","31,6","0,45","0,31","20,0","1,08","0,62","1,25","0,91","72,7","50,0","85,7","40,0","85,7","14,4","21,7","61,9","0,57","0,0","7,34","17,4","0,42","0,52","0,57","0,5913113435237327","25,0","0,4026258205689277","0,3872340425531915","0,62","4,6","0,34782608695652173","8,67","0,5373134328358209","0,4","20,2","0,63","0,38095238095238104","0,5139813581890813","0,4126984126984128","84,6","83,8","3,33","0,4735812133072408","0,5339805825242718","3,02","51,7","0,31","66,7","0,4077669902912622","1,56","0,21","0,4340277777777778","1,77","53,1","38,1","0,5102685624012637","20,4","0,1","6,15","2,66","4,22","6,23","3,49","1,35","0,94","1,46","0,7345132743362832","0,78","14,7","10,2","4,63","0,4028436018957345","7,66","0,68","0,05","15,9","0,0","0,13","0,4","14,0","0,06","0,33","0,18","0,26","0,66","0,59","0,15","0,03","0,15","8,54","0,12","0,5","1,04","25,0","2,33","3,23","48,4","4,27","50,0","20,0","0,272635814889336","0,57","0,798598949211909","0,1","1,82","42,7","0,26","1,56","0,16","0,16","0,73","0,57","0,05","27,3","27,3","0,05","13,7","20,0","5,0","65,6","0,31","8,28","20,1","0,1","1,93","0,62","0,0","0,0","0,1","0,05","0,89","5,26","64,0","0,46","0,21","0,73","0,59","1,14","5,21","3,39","1,09","10,0","16,73","1,72","7,18","16,0","18,0","0,5","1,14","5,1",2025-01-31,"4,923675428794471","12,0","2 028,0"
Ransford-Yeboah Konigsdorffer,Hamburg,FW,GER II 2024,Jun 26,Left/Centre/Right,right,"23,0","3 000,0","182,0","9,0","18,0","1 066,0","4,0","0,0","15,4","0,42","0,51","46,7","1,18","0,59","47,4","0,2894419911682055","0,4671916010498687","33,3","20,5","7,34","6,5","0,3080568720379146","6,28","5,07","73,2","75,7","86,5","0,6955128205128203","58,7","3,55","32,3","5,32","0,0","0,19","100,0","0,0","100,0","100,0","1,0","0,0","0,0","0,0","0,0","0,25","0,17","0,08","1,6","0,26","2,11","61,3","10,0","24,3","2,53","5,91","0,48601398601398627","0,5878889823380994","1,18","14,3","72,0","32,5","29,1","0,35","0,08","11,1","0,52","0,25","0,43","0,26","60,0","0,0","100,0","15,8","50,0","11,4","33,3","39,1","0,76","0,0","10,8","25,9","0,59","0,76","0,93","0,6411906677393402","0,0","0,37636761487964987","0,39574468085106385","0,25","3,0","0,5507246376811592","10,6","0,6865671641791045","0,46","36,8","0,62","0,6666666666666667","0,39946737683089223","0,5555555555555557","84,6","84,4","3,8","0,4324853228962819","0,5922330097087379","3,12","54,1","0,68","75,0","0,4077669902912622","1,69","0,51","0,3194444444444444","2,19","57,8","32,8","0,47235387045813587","20,7","0,08","6,92","3,04","4,22","7,38","3,88","0,51","0,25","1,94","0,1504424778761062","0,76","21,6","8,27","3,38","0,18009478672985785","5,66","0,84","0,08","14,4","0,01","0,08","0,26666666666666666","9,47","0,03","0,47","0,21","0,36","0,67","0,64","0,22","0,07","0,21","14,3","0,14","0,91","0,93","0,0","0,47","2,79","27,3","3,71","0,0","0,0","0,20321931589537223","0,0","0,25919439579684767","0,0","0,76","20,4","0,0","0,76","0,59","0,59","2,36","1,77","0,34","33,3","33,3","0,0","15,6","19,6","5,49","55,4","0,42","8,19","17,1","0,08","2,19","0,68","0,51","0,0","0,08","0,0","0,93","4,22","60,0","0,27","0,17","1,01","1,77","1,6","5,33","3,13","0,25","6,93","10,99","1,26","7,9","2,0","3,0","0,0","0,0","3,97",2025-01-31,"4,850220514718772","13,0","2 026,0"
Fisnik Asllani,Elversberg,FW,GER II 2024,Jun 26,Centre/Right,both,"22,0","3 000,0","191,0","10,0","19,0","1 666,0","5,0","0,0","14,1","0,16","0,59","66,7","1,13","0,76","48,4","0,38578883982336404","0,6246719160104985","27,9","13,4","8,21","9,56","0,29857819905213273","-4,11","5,78","63,7","65,5","74,1","0,32051282051282026","55,8","2,16","17,9","5,4","0,0","0,39","100,0","100,0","0,0","100,0","1,0","0,0","0,0","0,0","0,0","0,22","0,0","0,05","2,11","0,16","2,38","55,0","34,7","18,1","2,65","5,19","0,6468531468531471","0,5878889823380994","1,3","20,8","70,5","35,9","32,5","0,38","0,11","11,1","0,81","0,38","0,59","0,48","81,8","100,0","0,0","25,7","77,8","16,3","16,9","17,5","0,54","0,11","8,86","11,9","0,38","0,54","0,32","0,6090104585679805","31,8","0,5754923413566739","0,5404255319148936","1,19","5,9","0,4492753623188405","13,9","0,4626865671641791","0,45","37,4","0,74","0,33333333333333337","0,6617842876165114","0,7513227513227513","80,0","80,1","2,75","0,36594911937377694","0,5728155339805825","2,48","52,2","0,27","40,0","0,33656957928802583","1,3","0,11","0,642361111111111","1,41","51,0","33,4","0,4628751974723539","22,9","0,27","4,27","1,73","2,65","4,71","2,54","1,13","0,76","1,35","0,47787610619469034","0,81","16,6","7,94","3,56","0,42180094786729855","5,56","0,81","0,05","10,5","0,01","0,1","0,46666666666666673","15,1","0,03","0,49","0,19","0,36","0,73","0,61","0,13","0,04","0,13","8,67","0,09","0,51","0,76","57,1","1,74","3,19","33,9","3,94","38,1","63,6","0,24547283702213285","0,43","0,5604203152364273","0,38","1,51","38,4","0,43","1,08","0,16","0,16","0,38","0,22","0,0","75,0","75,0","0,05","12,1","16,5","3,56","51,5","0,16","7,94","19,1","0,16","1,46","1,03","0,22","0,0","0,54","0,05","1,3","6,38","62,0","0,43","0,27","1,03","0,21","1,67","5,13","2,86","0,92","9,07","12,07","1,14","6,19","10,0","14,0","0,6","1,13","5,57",2025-01-31,"4,748159269826338","14,0","2 026,0"
Dawid Kownacki,Fortuna Dusseldorf,FW,GER II 2024,Jun 27,Left/Centre,right,"27,0","2 000,0","186,0","11,0","15,0","1 131,0","3,0","0,0","16,5","0,08","0,16","66,7","3,02","0,95","26,7","0,26535527900441586","0,6614173228346456","24,4","7,84","7,64","8,52","0,2132701421800947","-1,08","5,01","64,3","66,2","79,2","0,35897435897435903","57,4","2,71","28,0","4,22","0,0","0,4","0,0","0,0","100,0","100,0","2,0","0,0","0,0","0,0","0,0","0,08","0,0","0,16","0,95","0,0","1,83","43,4","38,2","7,43","2,71","6,45","0,3706293706293704","0,5878889823380994","0,95","33,3","56,5","27,1","23,4","0,32","0,08","16,7","0,32","0,0","0,16","0,08","50,0","0,0","100,0","7,14","0,0","11,9","20,7","-6,26","0,56","0,0","10,1","24,1","0,56","0,48","0,32","0,7586484312148027","33,3","0,38293216630196936","0,47234042553191485","0,24","4,83","0,4637681159420289","8,84","0,34328358208955223","0,42","31,3","0,86","0,5714285714285714","0,39946737683089223","0,2962962962962964","80,8","80,3","0,64","0,0782778864970646","0,17337031900138697","0,64","25,0","0,0","0,0","0,022653721682847894","0,16","0,0","0,40624999999999994","0,16","25,0","25,7","0,3285939968404424","18,6","0,0","4,06","1,11","2,94","4,41","2,94","0,64","0,48","0,64","0,4247787610619469","0,32","11,2","10,7","4,62","0,27488151658767773","8,59","0,56","0,0","11,1","0,02","0,05","0,26666666666666666","8,76","0,01","0,37","0,13","0,25","0,71","0,65","0,12","0,01","0,11","7,46","0,1","0,67","1,59","60,0","5,0","7,16","40,0","8,75","33,3","87,5","0,6619718309859156","0,64","0,6725043782837128","0,56","3,82","43,6","0,95","2,87","0,16","0,16","0,8","0,64","0,0","25,0","25,0","0,0","15,2","17,6","2,07","57,7","0,08","4,85","12,3","0,08","0,88","0,24","0,32","0,0","0,08","0,0","0,95","5,41","51,0","0,0","0,32","0,63","0,64","1,2","3,76","2,16","1,04","7,79","9,68","1,42","9,25","6,0","6,0","0,64","1,92","4,46",2025-01-31,"4,595765382207659","15,0","2 027,0"
Nicolo Tresoldi,Hannover 96,FW,GER II 2024,Jun 26,Left/Right,right,"20,0","5 000,0","186,0","10,0","19,0","1 161,0","1,0","0,0","13,3","0,0","0,31","33,3","2,25","0,15","60,0","0,0393416298675231","0,9527559055118109","24,6","12,5","5,04","8,22","0,0","4,54","3,49","57,7","60,8","79,0","0,1698717948717947","61,3","1,47","23,8","2,87","0,0","0,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,31","0,0","0,0","2,33","0,08","3,02","59,9","34,3","16,9","2,71","7,67","0,14685314685314665","0,629941126997477","1,32","5,88","76,9","36,0","33,1","0,62","0,08","5,0","1,17","0,78","0,94","0,7","75,0","100,0","50,0","31,0","66,7","11,4","16,7","20,7","0,39","0,0","16,7","50,0","1,16","0,39","0,08","0,7312952534191471","33,3","0,38730853391684894","0,4595744680851064","0,23","6,0","0,4927536231884057","10,7","0,19402985074626866","0,44","24,2","1,1","0,5714285714285714","0,32889480692410117","0,20105820105820107","76,2","76,5","1,32","0,1193737769080235","0,5825242718446602","1,01","53,8","0,31","50,0","0,12297734627831715","0,54","0,15","0,5034722222222222","0,7","52,9","19,7","0,41074249605055296","20,4","0,0","3,1","1,32","2,64","3,0","1,78","0,54","0,47","1,08","0,415929203539823","0,7","40,0","6,9","4,11","0,5213270142180093","6,36","0,39","0,0","8,47","0,01","0,05","0,2","8,13","0,01","0,4","0,16","0,34","0,73","0,67","0,07","0,01","0,07","4,35","0,06","0,63","0,47","50,0","4,21","8,29","38,3","9,07","55,3","50,0","0,7927565392354127","1,63","0,6830122591943958","0,15","3,57","39,3","0,23","3,18","0,15","0,15","0,47","0,31","0,0","50,0","50,0","0,0","12,7","19,0","2,56","54,5","0,31","6,2","13,4","0,0","1,24","0,15","0,7","0,0","0,0","0,0","0,78","4,81","50,0","0,39","0,08","1,24","0,3","1,17","2,4","1,47","0,93","6,05","6,18","0,45","4,61","6,0","6,0","0,3","2,95","4,11",2025-01-31,"4,569758718901918","16,0","2 026,0"
